Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Equity in noncorporate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2021:Q4,Silent,21649275,5462409,4629581,832828,16186866,2261630,546603,537814,532578,5236,171115,152405,18709,8071184,257738,25986,373117,1438863,2252772,250044,665041,660678,467984,127570,17675,47449,4364,20984234,13456262
2021:Q4,BabyBoom,78464678,19324197,16589287,2734911,59140480,6625728,1553636,1437111,1425146,11965,804320,771154,33166,22435466,939801,1331590,5067020,10621303,7709018,615488,4741141,4723700,2935987,1024430,139552,623732,17440,73723537,42250874
2021:Q4,GenX,42851686,13844455,11825986,2018469,29007231,3764944,462034,365757,362335,3422,164550,144640,19910,8917904,609652,1088426,4242645,4969130,4079568,342620,6641806,6629710,4830032,1600530,95940,103208,12096,36209880,35017494
2021:Q4,Millennial,16314910,7268994,5857123,1411871,9045916,1895083,93889,194860,194340,520,52598,39073,13525,2457258,193148,215558,1115536,1071249,1532367,224371,5611211,5606677,3692690,1796007,60958,57023,4534,10703699,39884139
2022:Q1,Silent,21588297,5782019,4929109,852910,15806278,2259899,535978,549465,549465,0,179686,162225,17461,7717227,252888,32391,336275,1364482,2329191,248798,652005,647446,465439,121719,18617,41672,4559,20936292,13256946
2022:Q1,BabyBoom,78886511,20871967,18051230,2820737,58014544,6713225,1539159,1507149,1507149,0,891730,859297,32433,21586449,931889,1203443,4837606,10254281,7929194,620420,4831600,4813377,3015493,1026305,138927,632651,18223,74054911,42186543
2022:Q1,GenX,43457362,14890561,12802307,2088254,28566800,3858358,458293,382987,382987,0,159425,140112,19313,8432070,603681,1096901,4016332,5117528,4095670,345557,6716678,6703833,4886584,1612918,103494,100836,12845,36740683,35081340
2022:Q1,Millennial,17603920,8267778,6758626,1509151,9336143,1975091,95365,207014,207014,0,66249,52268,13981,2445058,201618,225723,1079027,1168137,1643050,229810,5642363,5637798,3698231,1816013,65052,58502,4565,11961557,40312623
2022:Q2,Silent,20466463,5967755,5101423,866332,14498707,2221363,540941,567766,567766,0,170533,154314,16219,6429316,245586,40098,281596,1309245,2442661,249603,640840,636443,464652,118564,19922,33304,4397,19825623,13081388
2022:Q2,BabyBoom,75752681,21845754,18973880,2871874,53906926,6636175,1567953,1593793,1593793,0,870725,839224,31501,18170579,912869,1053525,4353903,9874059,8243820,629527,4824106,4806243,3018330,1049327,139467,599119,17863,70928575,42128986
2022:Q2,GenX,42171715,15620529,13498158,2122371,26551186,3839576,470285,404660,404660,0,153012,134368,18644,6760906,590975,1099285,3513165,5217573,4150672,351076,6863899,6851488,4980022,1658351,113426,99689,12411,35307816,35149850
2022:Q2,Millennial,17902751,8799946,7249836,1550110,9102805,1977085,98603,220018,220018,0,62088,47853,14236,2065704,212133,235165,963253,1238318,1793451,236987,5859706,5854987,3863805,1867831,70806,52545,4718,12043046,40709637
2022:Q3,Silent,20150058,5976211,5095854,880358,14173847,2174051,552417,653437,653437,0,159464,144253,15211,6125762,243120,45270,253971,1266008,2449101,251247,628342,623985,461634,113883,20806,27662,4358,19521716,12931003
2022:Q3,BabyBoom,73985924,21225832,18298020,2927812,52760092,6504800,1614142,1909005,1909005,0,833310,802567,30742,17344580,910686,941655,4178825,9611892,8271343,639855,4790107,4772242,2970656,1061090,138655,601841,17865,69195817,42078796
2022:Q3,GenX,41289847,15265791,13102027,2163764,26024056,3783259,488655,471857,471857,0,146415,128342,18073,6302453,588352,1113575,3351719,5334330,4086069,357373,6975553,6963201,5047741,1697346,120675,97440,12352,34314294,35223169
2022:Q3,Millennial,17797979,8630085,7025694,1604391,9167894,1950911,102555,245753,245753,0,55543,41023,14520,2043130,219092,246095,939055,1295817,1825355,244588,6110149,6105321,4060797,1917030,74659,52836,4828,11687829,41073488
2022:Q4,Silent,19842923,5606450,4741332,865117,14236474,2094634,569790,763776,763776,0,149982,135599,14383,6301807,241428,43673,259887,1231714,2328740,251042,614452,610527,453089,112791,21605,23041,3925,19228471,12624241
2022:Q4,BabyBoom,75022808,20955771,18004446,2951325,54067037,6380229,1708278,2372317,2372317,0,800032,770035,29996,18264654,927711,953439,4344029,9544009,8117199,655142,4734516,4717714,2955679,1078268,142603,541164,16802,70288292,42120217
2022:Q4,GenX,41568113,15026538,12848268,2178270,26541575,3684501,521080,555930,555930,0,145500,127808,17692,6696226,597264,1116260,3518709,5325561,4014858,365686,7040517,7029323,5078981,1722102,129126,99113,11195,34527595,35166717
2022:Q4,Millennial,18027163,8651606,7000686,1650920,9375557,1912481,108454,265306,265306,0,50299,36062,14237,2201899,220686,250588,1002488,1330326,1778119,254911,6319494,6314455,4208950,1980881,81966,42659,5039,11707669,41702185
2023:Q1,Silent,20004314,5520794,4659772,861022,14483520,2026954,617245,868511,868511,0,145097,131024,14072,6564757,242615,39367,268293,1221908,2237504,251270,595840,591845,440991,108900,19681,22273,3995,19408475,12414175
2023:Q1,BabyBoom,76546004,20902013,17931039,2970974,55643991,6200736,1877887,2831366,2831366,0,781832,752042,29790,19249025,945394,1012722,4503596,9623424,7953718,664290,4558586,4541372,2808386,1061207,137575,534204,17215,71987418,41975856
2023:Q1,GenX,42334169,15066645,12864851,2201794,27267525,3574322,585657,633839,633839,0,145898,128231,17667,7171304,610405,1137747,3707560,5364001,3964015,372778,6998541,6986877,5055901,1712542,118531,99903,11664,35335628,35186740
2023:Q1,Millennial,18401616,8786596,7085067,1701529,9615020,1863225,118501,273017,273017,0,48113,33699,14414,2393788,222445,258160,1075075,1354249,1743684,264763,6574214,6569105,4447329,2003832,75714,42230,5109,11827402,42469886
2023:Q2,Silent,20359181,5612707,4756806,855901,14746474,1977274,636455,878666,878666,0,143409,129843,13565,6847004,243514,35571,275732,1213216,2244754,250880,586329,582393,433063,107891,18863,22576,3936,19772851,12189595
2023:Q2,BabyBoom,78781511,21695418,18709205,2986214,57086093,6085000,1959240,2914613,2914613,0,782887,753733,29153,20266299,960152,1061366,4641547,9703991,8040526,670472,4506847,4489692,2748551,1063100,135245,542796,17155,74274664,41679230
2023:Q2,GenX,43675919,15577135,13346251,2230884,28098784,3517762,619901,650789,650789,0,146638,129178,17460,7690465,623149,1156150,3888295,5402225,4024336,379074,7015470,7003776,5064695,1723661,115228,100191,11693,36660450,35158059
2023:Q2,Millennial,19667645,9655577,7889580,1765997,10012068,1849880,124890,278353,278353,0,49030,34679,14351,2603334,223624,265150,1146388,1372292,1825108,274019,6769006,6763793,4598284,2046095,74553,44861,5213,12898639,43148651
2023:Q3,Silent,19885789,5571349,4725376,845973,14314441,1936589,656475,884767,884767,0,134221,120943,13278,6519638,239182,24987,264387,1185850,2217702,250643,580891,576915,427651,107167,18404,23693,3976,19304898,11977354
2023:Q3,BabyBoom,77882628,21791401,18818488,2972913,56091227,5988113,2039316,2974136,2974136,0,732123,703304,28818,19486835,950931,1225925,4513356,9493727,8011443,675322,4490396,4473007,2713987,1061987,133724,563309,17389,73392232,41302994
2023:Q3,GenX,43458520,15713961,13479078,2234883,27744559,3476516,654791,663971,663971,0,145727,128330,17397,7379648,621544,1210599,3778507,5391561,4036842,384852,7037077,7025029,5087875,1723134,114019,100001,12048,36421443,35075760
2023:Q3,Millennial,20031787,9983065,8186717,1796347,10048722,1847539,131329,283248,283248,0,41916,27428,14489,2544164,229050,277066,1132417,1418011,1860937,283046,6932746,6927471,4734032,2068588,74886,49965,5274,13099042,43757347
2023:Q4,Silent,20256859,5438939,4612300,826639,14817921,1911805,664811,925749,925749,0,134236,121428,12808,7096591,241619,19143,280423,1172375,2119254,251914,570107,566106,418994,105721,18240,23152,4001,19686752,11713052
2023:Q4,BabyBoom,80640134,21622391,18648777,2973615,59017743,6049601,2108518,3236636,3236636,0,750812,722360,28452,21575374,981377,1318043,4809811,9635619,7859724,692228,4470694,4452937,2686900,1069440,134312,562284,17757,76169440,41221008
2023:Q4,GenX,44831009,15626158,13384193,2241965,29204852,3521315,681400,703596,703596,0,146578,129344,17234,8363757,640744,1240265,4114464,5420089,3976952,395691,7064758,7052320,5100309,1736278,115603,100130,12439,37766251,35032989
2023:Q4,Millennial,20586075,10034456,8198537,1835919,10551619,1901322,136195,280136,280136,0,45054,30634,14420,2902771,225894,284471,1247380,1421607,1811857,294931,7087918,7082614,4847027,2108249,76961,50376,5303,13498158,44213464
